事件/资产名称,龍魂ID,治理维度,DNA层级,三色审计,熔断级别,风险评分,处理状态,女娲五彩石,R值（影响范围）,I值（事件重要性）,已否决,红线触碰,负责人,创建时间,DNA追溯码,三才校验,创建者,商业授权状态,压力测试问题,压力测试结果,审查对象,对外状态,已加密,平台/来源,最后编辑,本机路径,松紧级别,涉及维度,版本号,登记时间,编辑者,老大原话存档,行动建议,证据链摘要,资产类型
dna_registry_20260202_120000.txt,1882,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:05,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:05,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_120000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_110000.txt,1880,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_110000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_100001.txt,1878,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_100001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_090000.txt,1876,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_090000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_080000.txt,1874,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_080000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_070001.txt,1873,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_070001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_060000.txt,1871,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_060000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_050001.txt,1869,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_050001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_040000.txt,1864,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_040000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_030000.txt,1862,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_030000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_020000.txt,1858,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_020000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_010000.txt,1853,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_010000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260202_000000.txt,1844,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260202_000000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_230001.txt,1836,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_230001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_220000.txt,1833,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_220000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_210000.txt,1830,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_210000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_200000.txt,1827,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_200000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_190000.txt,1825,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_190000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_180000.txt,1823,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_180000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_170001.txt,1818,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_170001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_160000.txt,1813,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_160000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_150000.txt,1811,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_150000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_140000.txt,1810,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_140000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_130000.txt,1807,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_130000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_120000.txt,1804,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_120000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_110000.txt,1802,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_110000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_100001.txt,1799,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_100001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_090000.txt,1797,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_090000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_080000.txt,1794,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_080000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_070001.txt,1791,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_070001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_060001.txt,1790,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_060001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_050000.txt,1788,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_050000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_040000.txt,1787,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_040000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_030001.txt,1785,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_030001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_020000.txt,1782,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_020000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_010000.txt,1781,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_010000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260201_000002.txt,1779,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:04,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:04,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260201_000002.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_230001.txt,1776,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_230001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_220000.txt,1774,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_220000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_210000.txt,1772,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_210000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_200001.txt,1771,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_200001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_190000.txt,1767,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_190000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_180000.txt,1765,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_180000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_170001.txt,1763,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_170001.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
dna_registry_20260131_160000.txt,1762,,,🟢 通过,🟢 正常,,📥 待登记,,,,No,No,,2026年3月27日 16:03,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.txt-v1.0,,💎 龍魂系统中枢大脑,,,,,🔒 绝对私有,No,🟢 本机设备,2026年3月27日 16:03,/Users/zuimeidedeyihan/longhun-system/数据归集/gz解压/backup_20260203/Users/zuimeidedeyihan/UID9622_Automation/logs/dna_registry_20260131_160000.txt,,,v1.0,,💎 龍魂系统中枢大脑,,,,📝 知识/设计
